Jurisdiction,Candidate,Votes,LeadDigit
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",13,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",13,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",13,1
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",28,2
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",19,1
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",28,2
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",7,7
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",20,2
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",10,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",25,2
Washoe,"JORGENSEN, JO",28,2
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",31,3
Washoe,"JORGENSEN, JO",22,2
Washoe,"JORGENSEN, JO",17,1
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",18,1
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",20,2
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",10,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",10,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",22,2
Washoe,"JORGENSEN, JO",22,2
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",13,1
Washoe,"JORGENSEN, JO",10,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",20,2
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",19,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",21,2
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",1,1
White Pine,"JORGENSEN, JO",8,8
White Pine,"JORGENSEN, JO",2,2
White Pine,"JORGENSEN, JO",7,7
White Pine,"JORGENSEN, JO",2,2
White Pine,"JORGENSEN, JO",11,1
White Pine,"JORGENSEN, JO",10,1
White Pine,"JORGENSEN, JO",1,1
White Pine,"JORGENSEN, JO",2,2
Carson City,None Of These Candidates,14,1
Carson City,None Of These Candidates,15,1
Carson City,None Of These Candidates,8,8
Carson City,None Of These Candidates,18,1
Carson City,None Of These Candidates,20,2
Carson City,None Of These Candidates,13,1
Carson City,None Of These Candidates,19,1
Carson City,None Of These Candidates,13,1
Carson City,None Of These Candidates,18,1
Carson City,None Of These Candidates,18,1
Carson City,None Of These Candidates,8,8
Carson City,None Of These Candidates,14,1
Carson City,None Of These Candidates,10,1
Carson City,None Of These Candidates,9,9
Carson City,None Of These Candidates,14,1
Carson City,None Of These Candidates,16,1
Carson City,None Of These Candidates,18,1
Carson City,None Of These Candidates,30,3
Carson City,None Of These Candidates,9,9
Carson City,None Of These Candidates,18,1
Carson City,None Of These Candidates,11,1
Carson City,None Of These Candidates,13,1
Carson City,None Of These Candidates,19,1
Carson City,None Of These Candidates,10,1
Churchill,None Of These Candidates,9,9
Churchill,None Of These Candidates,9,9
Churchill,None Of These Candidates,10,1
Churchill,None Of These Candidates,11,1
Churchill,None Of These Candidates,10,1
Churchill,None Of These Candidates,4,4
Churchill,None Of These Candidates,15,1
Churchill,None Of These Candidates,5,5
Churchill,None Of These Candidates,5,5
Churchill,None Of These Candidates,11,1
Churchill,None Of These Candidates,6,6
Churchill,None Of These Candidates,4,4
Churchill,None Of These Candidates,6,6
Churchill,None Of These Candidates,8,8
Churchill,None Of These Candidates,5,5
Churchill,None Of These Candidates,12,1
Churchill,None Of These Candidates,7,7
Churchill,None Of These Candidates,6,6
Churchill,None Of These Candidates,6,6
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,17,1
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,21,2
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,30,3
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,22,2
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,17,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,25,2
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,21,2
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,19,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,25,2
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,27,2
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,17,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,20,2
Clark,None Of These Candidates,22,2
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,24,2
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,22,2
Clark,None Of These Candidates,26,2
Clark,None Of These Candidates,21,2
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,20,2
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,22,2
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,17,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,17,1
Clark,None Of These Candidates,20,2
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,19,1
Clark,None Of These Candidates,25,2
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,19,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,19,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,22,2
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,28,2
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,25,2
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,17,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,19,1
Clark,None Of These Candidates,20,2
Clark,None Of These Candidates,22,2
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,17,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,27,2
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,28,2
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,26,2
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,17,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,19,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,19,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,21,2
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,19,1
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,20,2
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,17,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,21,2
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,15,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,19,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,18,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,17,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,21,2
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,1,1
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,8,8
Clark,None Of These Candidates,13,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,4,4
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,16,1
Clark,None Of These Candidates,9,9
Clark,None Of These Candidates,11,1
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,10,1
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,12,1
Clark,None Of These Candidates,3,3
Clark,None Of These Candidates,6,6
Clark,None Of These Candidates,5,5
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,7,7
Clark,None Of These Candidates,2,2
Clark,None Of These Candidates,14,1
Clark,None Of These Candidates,5,5
