Jurisdiction,Candidate,Votes,LeadDigit
Washoe,"TRUMP, DONALD J.",572,5
Washoe,"TRUMP, DONALD J.",28,2
Washoe,"TRUMP, DONALD J.",436,4
Washoe,"TRUMP, DONALD J.",289,2
Washoe,"TRUMP, DONALD J.",1028,1
Washoe,"TRUMP, DONALD J.",859,8
Washoe,"TRUMP, DONALD J.",130,1
Washoe,"TRUMP, DONALD J.",91,9
Washoe,"TRUMP, DONALD J.",20,2
Washoe,"TRUMP, DONALD J.",339,3
Washoe,"TRUMP, DONALD J.",477,4
Washoe,"TRUMP, DONALD J.",133,1
Washoe,"TRUMP, DONALD J.",138,1
Washoe,"TRUMP, DONALD J.",136,1
Washoe,"TRUMP, DONALD J.",13,1
Washoe,"TRUMP, DONALD J.",12,1
Washoe,"TRUMP, DONALD J.",17,1
Washoe,"TRUMP, DONALD J.",340,3
Washoe,"TRUMP, DONALD J.",139,1
Washoe,"TRUMP, DONALD J.",19,1
Washoe,"TRUMP, DONALD J.",28,2
Washoe,"TRUMP, DONALD J.",486,4
Washoe,"TRUMP, DONALD J.",475,4
Washoe,"TRUMP, DONALD J.",1085,1
Washoe,"TRUMP, DONALD J.",467,4
Washoe,"TRUMP, DONALD J.",1017,1
Washoe,"TRUMP, DONALD J.",483,4
Washoe,"TRUMP, DONALD J.",247,2
Washoe,"TRUMP, DONALD J.",232,2
Washoe,"TRUMP, DONALD J.",431,4
Washoe,"TRUMP, DONALD J.",833,8
Washoe,"TRUMP, DONALD J.",75,7
Washoe,"TRUMP, DONALD J.",217,2
Washoe,"TRUMP, DONALD J.",730,7
Washoe,"TRUMP, DONALD J.",367,3
Washoe,"TRUMP, DONALD J.",47,4
Washoe,"TRUMP, DONALD J.",7,7
Washoe,"TRUMP, DONALD J.",160,1
Washoe,"TRUMP, DONALD J.",36,3
Washoe,"TRUMP, DONALD J.",528,5
Washoe,"TRUMP, DONALD J.",22,2
Washoe,"TRUMP, DONALD J.",68,6
Washoe,"TRUMP, DONALD J.",47,4
Washoe,"TRUMP, DONALD J.",7,7
Washoe,"TRUMP, DONALD J.",148,1
Washoe,"TRUMP, DONALD J.",12,1
Washoe,"TRUMP, DONALD J.",377,3
Washoe,"TRUMP, DONALD J.",2,2
Washoe,"TRUMP, DONALD J.",11,1
Washoe,"TRUMP, DONALD J.",282,2
Washoe,"TRUMP, DONALD J.",36,3
Washoe,"TRUMP, DONALD J.",14,1
Washoe,"TRUMP, DONALD J.",8,8
Washoe,"TRUMP, DONALD J.",23,2
Washoe,"TRUMP, DONALD J.",491,4
Washoe,"TRUMP, DONALD J.",214,2
Washoe,"TRUMP, DONALD J.",704,7
Washoe,"TRUMP, DONALD J.",527,5
Washoe,"TRUMP, DONALD J.",87,8
Washoe,"TRUMP, DONALD J.",577,5
Washoe,"TRUMP, DONALD J.",111,1
Washoe,"TRUMP, DONALD J.",387,3
Washoe,"TRUMP, DONALD J.",205,2
Washoe,"TRUMP, DONALD J.",480,4
Washoe,"TRUMP, DONALD J.",348,3
Washoe,"TRUMP, DONALD J.",21,2
Washoe,"TRUMP, DONALD J.",147,1
Washoe,"TRUMP, DONALD J.",103,1
Washoe,"TRUMP, DONALD J.",225,2
Washoe,"TRUMP, DONALD J.",495,4
Washoe,"TRUMP, DONALD J.",269,2
Washoe,"TRUMP, DONALD J.",449,4
Washoe,"TRUMP, DONALD J.",346,3
Washoe,"TRUMP, DONALD J.",582,5
Washoe,"TRUMP, DONALD J.",24,2
Washoe,"TRUMP, DONALD J.",24,2
Washoe,"TRUMP, DONALD J.",390,3
Washoe,"TRUMP, DONALD J.",79,7
Washoe,"TRUMP, DONALD J.",101,1
Washoe,"TRUMP, DONALD J.",706,7
Washoe,"TRUMP, DONALD J.",213,2
Washoe,"TRUMP, DONALD J.",710,7
Washoe,"TRUMP, DONALD J.",506,5
Washoe,"TRUMP, DONALD J.",201,2
Washoe,"TRUMP, DONALD J.",139,1
Washoe,"TRUMP, DONALD J.",434,4
Washoe,"TRUMP, DONALD J.",245,2
Washoe,"TRUMP, DONALD J.",629,6
Washoe,"TRUMP, DONALD J.",348,3
Washoe,"TRUMP, DONALD J.",9,9
Washoe,"TRUMP, DONALD J.",333,3
Washoe,"TRUMP, DONALD J.",175,1
Washoe,"TRUMP, DONALD J.",479,4
Washoe,"TRUMP, DONALD J.",222,2
Washoe,"TRUMP, DONALD J.",15,1
Washoe,"TRUMP, DONALD J.",254,2
Washoe,"TRUMP, DONALD J.",426,4
Washoe,"TRUMP, DONALD J.",28,2
Washoe,"TRUMP, DONALD J.",139,1
Washoe,"TRUMP, DONALD J.",6,6
Washoe,"TRUMP, DONALD J.",281,2
Washoe,"TRUMP, DONALD J.",48,4
Washoe,"TRUMP, DONALD J.",123,1
Washoe,"TRUMP, DONALD J.",168,1
Washoe,"TRUMP, DONALD J.",107,1
Washoe,"TRUMP, DONALD J.",419,4
Washoe,"TRUMP, DONALD J.",228,2
Washoe,"TRUMP, DONALD J.",293,2
Washoe,"TRUMP, DONALD J.",287,2
Washoe,"TRUMP, DONALD J.",154,1
Washoe,"TRUMP, DONALD J.",379,3
Washoe,"TRUMP, DONALD J.",11,1
Washoe,"TRUMP, DONALD J.",469,4
Washoe,"TRUMP, DONALD J.",125,1
Washoe,"TRUMP, DONALD J.",307,3
Washoe,"TRUMP, DONALD J.",22,2
Washoe,"TRUMP, DONALD J.",212,2
Washoe,"TRUMP, DONALD J.",112,1
Washoe,"TRUMP, DONALD J.",302,3
Washoe,"TRUMP, DONALD J.",367,3
Washoe,"TRUMP, DONALD J.",136,1
Washoe,"TRUMP, DONALD J.",210,2
Washoe,"TRUMP, DONALD J.",301,3
Washoe,"TRUMP, DONALD J.",301,3
Washoe,"TRUMP, DONALD J.",376,3
Washoe,"TRUMP, DONALD J.",265,2
Washoe,"TRUMP, DONALD J.",287,2
Washoe,"TRUMP, DONALD J.",40,4
Washoe,"TRUMP, DONALD J.",379,3
Washoe,"TRUMP, DONALD J.",500,5
Washoe,"TRUMP, DONALD J.",536,5
Washoe,"TRUMP, DONALD J.",308,3
Washoe,"TRUMP, DONALD J.",322,3
Washoe,"TRUMP, DONALD J.",531,5
Washoe,"TRUMP, DONALD J.",276,2
Washoe,"TRUMP, DONALD J.",82,8
Washoe,"TRUMP, DONALD J.",498,4
Washoe,"TRUMP, DONALD J.",562,5
Washoe,"TRUMP, DONALD J.",406,4
Washoe,"TRUMP, DONALD J.",655,6
Washoe,"TRUMP, DONALD J.",448,4
Washoe,"TRUMP, DONALD J.",631,6
Washoe,"TRUMP, DONALD J.",816,8
Washoe,"TRUMP, DONALD J.",598,5
Washoe,"TRUMP, DONALD J.",766,7
Washoe,"TRUMP, DONALD J.",824,8
Washoe,"TRUMP, DONALD J.",749,7
Washoe,"TRUMP, DONALD J.",698,6
Washoe,"TRUMP, DONALD J.",1066,1
Washoe,"TRUMP, DONALD J.",821,8
Washoe,"TRUMP, DONALD J.",594,5
Washoe,"TRUMP, DONALD J.",297,2
Washoe,"TRUMP, DONALD J.",273,2
Washoe,"TRUMP, DONALD J.",313,3
Washoe,"TRUMP, DONALD J.",393,3
Washoe,"TRUMP, DONALD J.",778,7
Washoe,"TRUMP, DONALD J.",639,6
Washoe,"TRUMP, DONALD J.",222,2
Washoe,"TRUMP, DONALD J.",172,1
Washoe,"TRUMP, DONALD J.",305,3
Washoe,"TRUMP, DONALD J.",130,1
Washoe,"TRUMP, DONALD J.",977,9
Washoe,"TRUMP, DONALD J.",72,7
Washoe,"TRUMP, DONALD J.",208,2
Washoe,"TRUMP, DONALD J.",162,1
Washoe,"TRUMP, DONALD J.",24,2
Washoe,"TRUMP, DONALD J.",11,1
Washoe,"TRUMP, DONALD J.",10,1
Washoe,"TRUMP, DONALD J.",272,2
Washoe,"TRUMP, DONALD J.",65,6
Washoe,"TRUMP, DONALD J.",292,2
Washoe,"TRUMP, DONALD J.",357,3
Washoe,"TRUMP, DONALD J.",41,4
Washoe,"TRUMP, DONALD J.",461,4
Washoe,"TRUMP, DONALD J.",33,3
Washoe,"TRUMP, DONALD J.",783,7
Washoe,"TRUMP, DONALD J.",535,5
Washoe,"TRUMP, DONALD J.",613,6
Washoe,"TRUMP, DONALD J.",906,9
Washoe,"TRUMP, DONALD J.",958,9
Washoe,"TRUMP, DONALD J.",646,6
Washoe,"TRUMP, DONALD J.",731,7
Washoe,"TRUMP, DONALD J.",947,9
Washoe,"TRUMP, DONALD J.",47,4
Washoe,"TRUMP, DONALD J.",843,8
Washoe,"TRUMP, DONALD J.",15,1
Washoe,"TRUMP, DONALD J.",717,7
Washoe,"TRUMP, DONALD J.",59,5
Washoe,"TRUMP, DONALD J.",88,8
Washoe,"TRUMP, DONALD J.",107,1
Washoe,"TRUMP, DONALD J.",127,1
Washoe,"TRUMP, DONALD J.",465,4
Washoe,"TRUMP, DONALD J.",13,1
Washoe,"TRUMP, DONALD J.",490,4
Washoe,"TRUMP, DONALD J.",119,1
Washoe,"TRUMP, DONALD J.",55,5
Washoe,"TRUMP, DONALD J.",275,2
Washoe,"TRUMP, DONALD J.",192,1
Washoe,"TRUMP, DONALD J.",139,1
Washoe,"TRUMP, DONALD J.",92,9
Washoe,"TRUMP, DONALD J.",45,4
Washoe,"TRUMP, DONALD J.",16,1
Washoe,"TRUMP, DONALD J.",20,2
Washoe,"TRUMP, DONALD J.",6,6
Washoe,"TRUMP, DONALD J.",32,3
Washoe,"TRUMP, DONALD J.",563,5
Washoe,"TRUMP, DONALD J.",155,1
Washoe,"TRUMP, DONALD J.",74,7
Washoe,"TRUMP, DONALD J.",57,5
Washoe,"TRUMP, DONALD J.",14,1
Washoe,"TRUMP, DONALD J.",12,1
Washoe,"TRUMP, DONALD J.",35,3
Washoe,"TRUMP, DONALD J.",34,3
